<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/379582>	"Ailuridae"	<http://identifiers.org/taxonomy/9649>	"Ailurus fulgens"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1955401>	"Euroscaptor orlovi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1340036>	"Euroscaptor parvidens"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1748406>	"Euroscaptor sp. AB-2015"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1581555>	"Euroscaptor subanura"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/202257>	"Galemys pyrenaicus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/114415>	"Mogera imaizumii"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/114413>	"Mogera insularis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/468912>	"Mogera kanoana"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/111428>	"Mogera robusta"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1752044>	"Mogera sp. FH-2015"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/114414>	"Mogera tokudae"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/62295>	"Mogera wogura"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182677>	"Neurotrichus gibbsii"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/94437>	"Parascalops breweri"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1300119>	"Parascaptor leucura"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1917522>	"Parascaptor sp. KH-2016"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/71119>	"Scalopus aquaticus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1300117>	"Scapanulus oweni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182673>	"Scapanus latimanus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182674>	"Scapanus orarius"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182675>	"Scapanus townsendii"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/446353>	"Scaptochirus moschatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/224955>	"Scaptonyx fusicaudus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/114409>	"Talpa altaica"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/109473>	"Talpa caeca"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/700935>	"Talpa caucasica"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1607695>	"Talpa davidiana"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/9375>	"Talpa europaea"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/700934>	"Talpa levantis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/2306880>	"Talpa martinorum"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/50954>	"Talpa occidentalis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/52886>	"Talpa romana"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1607694>	"Talpa sp. AB-2015"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/678617>	"Talpa stankovici"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1171130>	"Uropsilus aequodonenia"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182668>	"Uropsilus andersoni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1415658>	"Uropsilus atronates"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182669>	"Uropsilus gracilis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182670>	"Uropsilus investigator"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1415659>	"Uropsilus nivatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182671>	"Uropsilus soricipes"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/176849>	"Uropsilus sp."
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1365247>	"Uropsilus sp. 1 FT-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1536768>	"Uropsilus sp. 1 FT-2014"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1917492>	"Uropsilus sp. 1 KH-2016"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1415660>	"Uropsilus sp. 1 TW-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1415661>	"Uropsilus sp. 2 TW-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1415662>	"Uropsilus sp. 3 TW-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1605932>	"Uropsilus sp. 4 FT-2015"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1646110>	"Uropsilus sp. 5 FT-2015"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/202263>	"Uropsilus sp. CCJD_2002"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/389268>	"Uropsilus sp. SSD-2006"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/106106>	"Urotrichus talpoides"
<http://identifiers.org/taxonomy/9810>	"Hyracoidea"	<http://identifiers.org/taxonomy/9811>	"Procaviidae"	<http://identifiers.org/taxonomy/358129>	"Dendrohyrax arboreus"
<http://identifiers.org/taxonomy/9810>	"Hyracoidea"	<http://identifiers.org/taxonomy/9811>	"Procaviidae"	<http://identifiers.org/taxonomy/42325>	"Dendrohyrax dorsalis"
<http://identifiers.org/taxonomy/9810>	"Hyracoidea"	<http://identifiers.org/taxonomy/9811>	"Procaviidae"	<http://identifiers.org/taxonomy/77598>	"Heterohyrax brucei"
<http://identifiers.org/taxonomy/9810>	"Hyracoidea"	<http://identifiers.org/taxonomy/9811>	"Procaviidae"	<http://identifiers.org/taxonomy/9813>	"Procavia capensis"
<http://identifiers.org/taxonomy/9810>	"Hyracoidea"	<http://identifiers.org/taxonomy/9811>	"Procaviidae"	<http://identifiers.org/taxonomy/132571>	"Procavia johnstoni"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/48083>	"Brachylagus idahoensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/48085>	"Bunolagus monticularis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/235649>	"Caprolagus hispidus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/1002242>	"Leporidae environmental sample"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/887056>	"Leporidae sp. JRA-2010"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/62617>	"Lepus alleni"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/48086>	"Lepus americanus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/62618>	"Lepus arcticus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/156448>	"Lepus brachyurus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/48087>	"Lepus californicus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/62619>	"Lepus callotis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/9981>	"Lepus capensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/187398>	"Lepus castroviejoi"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/91798>	"Lepus comus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/258242>	"Lepus coreanus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/100181>	"Lepus corsicanus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/73859>	"Lepus crawshayi"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/9983>	"Lepus europaeus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/430913>	"Lepus flavigularis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/100182>	"Lepus granatensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/100183>	"Lepus habessinicus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/274686>	"Lepus hainanus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/795836>	"Lepus insularis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/112021>	"Lepus mandshuricus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/1394729>	"Lepus microtis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/112018>	"Lepus oiostolus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/62620>	"Lepus othus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/1418021>	"Lepus peguensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/63224>	"Lepus saxatilis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/112022>	"Lepus sinensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/137772>	"Lepus sp."
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/100184>	"Lepus starcki"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/1701144>	"Lepus tibetanus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/62621>	"Lepus timidus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/70135>	"Lepus timidus x Lepus europeus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/283924>	"Lepus tolai"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/63225>	"Lepus townsendii"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/301146>	"Lepus yarkandensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/104114>	"Nesolagus netscheri"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/104120>	"Nesolagus sp. WCSLAO0035"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/104121>	"Nesolagus sp. WCSLAO0036"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/104122>	"Nesolagus sp. WCSLAO0050"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/235651>	"Nesolagus timminsi"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/9986>	"Oryctolagus cuniculus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/60556>	"Oryctolagus sp."
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/156447>	"Pentalagus furnessi"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/284439>	"Poelagus marjorita"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/42059>	"Pronolagus crassicaudatus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/42060>	"Pronolagus randensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/42061>	"Pronolagus rupestris"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/235650>	"Pronolagus saundersiae"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/48089>	"Romerolagus diazi"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/48090>	"Sylvilagus aquaticus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/30581>	"Sylvilagus audubonii"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/983522>	"Sylvilagus audubonii/nuttallii"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/365149>	"Sylvilagus bachmani"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/483865>	"Sylvilagus brasiliensis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/141975>	"Sylvilagus cunicularis"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/1868290>	"Sylvilagus dicei"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/9988>	"Sylvilagus floridanus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/50378>	"Sylvilagus nuttallii"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/50379>	"Sylvilagus obscurus"
<http://identifiers.org/taxonomy/9975>	"Lagomorpha"	<http://identifiers.org/taxonomy/9979>	"Leporidae"	<http://identifiers.org/taxonomy/50380>	"Sylvilagus palustris"
